,name,university,school,school_location,company,a_levels,run,key,score
68,Alice Brown,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,9f641e06f1695e91fd74f9bd8446e9a8e2a6d6ef05a22ccd3de85368e9b7498e,90
69,Alice Brown,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,c126fd36547c8b527d373550cbb8044a4ab13fa8b791a8bca3d89044abd65cc6,90
70,Alice Brown,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,c126fd36547c8b527d373550cbb8044a4ab13fa8b791a8bca3d89044abd65cc6,85
71,Alice Brown,University of Leeds,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,c126fd36547c8b527d373550cbb8044a4ab13fa8b791a8bca3d89044abd65cc6,95
72,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,dae4f7974a8a6d75f426e2de459af36a1bb1c6db60f9a2ed9cab3f6c37223eea,85
73,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,dae4f7974a8a6d75f426e2de459af36a1bb1c6db60f9a2ed9cab3f6c37223eea,95
74,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,dae4f7974a8a6d75f426e2de459af36a1bb1c6db60f9a2ed9cab3f6c37223eea,90
75,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,0f26d145aae16039246d1efb9b88fcd2d1bcf9159ee3ef7d3fd9ebf3025f9bc4,85
76,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,0f26d145aae16039246d1efb9b88fcd2d1bcf9159ee3ef7d3fd9ebf3025f9bc4,85
77,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,0f26d145aae16039246d1efb9b88fcd2d1bcf9159ee3ef7d3fd9ebf3025f9bc4,90
78,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,6e5bd4f8ff8133f4a553c625e2dd855d85172028391db3b3488d547b17b9a8a1,85
79,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,6e5bd4f8ff8133f4a553c625e2dd855d85172028391db3b3488d547b17b9a8a1,85
80,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,6e5bd4f8ff8133f4a553c625e2dd855d85172028391db3b3488d547b17b9a8a1,90
81,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,c58b546ff72995d1bca740df5e68a41e54169c60fe855800f6f583b375bd5b50,95
82,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,c58b546ff72995d1bca740df5e68a41e54169c60fe855800f6f583b375bd5b50,95
83,Alice Brown,Newcastle University,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,c58b546ff72995d1bca740df5e68a41e54169c60fe855800f6f583b375bd5b50,90
84,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,8b944b85a606adf26bc95d52e9112ac5fe72fb10928d6ccd6c104e3f483f6e28,85
85,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,8b944b85a606adf26bc95d52e9112ac5fe72fb10928d6ccd6c104e3f483f6e28,85
86,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,8b944b85a606adf26bc95d52e9112ac5fe72fb10928d6ccd6c104e3f483f6e28,85
87,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,d01c5400b464328a50ceecd9980b5302dd0096210dc04491d91fd3c5215996fb,85
88,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,d01c5400b464328a50ceecd9980b5302dd0096210dc04491d91fd3c5215996fb,90
89,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,d01c5400b464328a50ceecd9980b5302dd0096210dc04491d91fd3c5215996fb,85
90,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,10a103a131b64f8d3400798049325030fa9bb3da822119746fc8e0c0a3930248,85
91,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,10a103a131b64f8d3400798049325030fa9bb3da822119746fc8e0c0a3930248,90
92,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,10a103a131b64f8d3400798049325030fa9bb3da822119746fc8e0c0a3930248,85
93,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,785c6c254ca31272ad25427b0e39a3e4d3047a78644863e863f199d3e3dcfd32,85
94,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,785c6c254ca31272ad25427b0e39a3e4d3047a78644863e863f199d3e3dcfd32,85
95,Alice Brown,King's College London,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,785c6c254ca31272ad25427b0e39a3e4d3047a78644863e863f199d3e3dcfd32,85
96,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,20e024a0e630e20393c87f8255b9a9a2e275e320c9c661e27c15345b03da29e9,85
97,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,20e024a0e630e20393c87f8255b9a9a2e275e320c9c661e27c15345b03da29e9,85
98,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,20e024a0e630e20393c87f8255b9a9a2e275e320c9c661e27c15345b03da29e9,85
99,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,e3c88210f754819c7ac5015370dacdd87629e606affa07149ddf24efbcb26b8f,90
100,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,e3c88210f754819c7ac5015370dacdd87629e606affa07149ddf24efbcb26b8f,90
101,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,e3c88210f754819c7ac5015370dacdd87629e606affa07149ddf24efbcb26b8f,90
102,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,dbbda71493ac586ae29362d3e888d10b5b8f942f303292467f739c7ea9732b99,90
103,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,dbbda71493ac586ae29362d3e888d10b5b8f942f303292467f739c7ea9732b99,95
104,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,dbbda71493ac586ae29362d3e888d10b5b8f942f303292467f739c7ea9732b99,85
105,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,28d438936a20c4118d23074002867735b55524fa232f0b1f91f38a33452f44f0,85
106,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,28d438936a20c4118d23074002867735b55524fa232f0b1f91f38a33452f44f0,85
107,Alice Brown,University of Cambridge,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,28d438936a20c4118d23074002867735b55524fa232f0b1f91f38a33452f44f0,85
108,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,744a8c8e6003fdc42d8c6b8694fa5ea818f3328c89ed586e49a22855bd1e774f,90
109,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,744a8c8e6003fdc42d8c6b8694fa5ea818f3328c89ed586e49a22855bd1e774f,85
110,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,744a8c8e6003fdc42d8c6b8694fa5ea818f3328c89ed586e49a22855bd1e774f,90
111,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,2485577f22e24a0126c28e46256220fa1c810f9e5cc76773523628a0e8bdc71b,85
112,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,2485577f22e24a0126c28e46256220fa1c810f9e5cc76773523628a0e8bdc71b,90
113,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,2485577f22e24a0126c28e46256220fa1c810f9e5cc76773523628a0e8bdc71b,85
114,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,97563cf22239ba91c8a923529259fa25a9ef825ea7a3d83ff656f7228648e945,90
115,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,97563cf22239ba91c8a923529259fa25a9ef825ea7a3d83ff656f7228648e945,85
116,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,97563cf22239ba91c8a923529259fa25a9ef825ea7a3d83ff656f7228648e945,90
117,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,4b09315fb0414e671baeab0a23b33f469d86e5246208a8092b3eba40111aa8c3,85
118,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",1,4b09315fb0414e671baeab0a23b33f469d86e5246208a8092b3eba40111aa8c3,85
119,Alice Brown,University of Southampton,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",2,4b09315fb0414e671baeab0a23b33f469d86e5246208a8092b3eba40111aa8c3,90
120,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",0,12ad65d7123f5dafe9634f6ab3bae82d0258f7aa6f20798ff586209c4fcf0f90,90
121,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",1,12ad65d7123f5dafe9634f6ab3bae82d0258f7aa6f20798ff586209c4fcf0f90,85
122,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Further Mathematics (A*), Physics (A)",2,12ad65d7123f5dafe9634f6ab3bae82d0258f7aa6f20798ff586209c4fcf0f90,85
123,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",0,a0829d0f58b071e8280bf74d761989384622ba7abf134719c0c95aa26b96dc28,95
124,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",1,a0829d0f58b071e8280bf74d761989384622ba7abf134719c0c95aa26b96dc28,90
125,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Further Mathematics (B), Physics (C)",2,a0829d0f58b071e8280bf74d761989384622ba7abf134719c0c95aa26b96dc28,90
126,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",0,6b3dfda8018c1a94118b8a3318e666b207c0f17dec460b3178461c67729c7c4e,90
127,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",1,6b3dfda8018c1a94118b8a3318e666b207c0f17dec460b3178461c67729c7c4e,85
128,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (A*), Art (A*), Physics (A)",2,6b3dfda8018c1a94118b8a3318e666b207c0f17dec460b3178461c67729c7c4e,85
129,Ben Clarke,University of Manchester,Redfield Secondary,UK,Data Solutions,"Mathematics (B), Art (B), Physics (C)",0,d017f52bb5b7c31c82bc8f64d1f379acc1e41c6a34879aadc09cc6b8749959c2,90
